lat,lng,desc,zip,title,timeStamp,twp,addr,e
40.1215412,-75.3475786,CHAIN ST & W OAK ST; NORRISTOWN; 2015-12-17 @ 06:42:31-Station:STA27;,19401,Fire: VEHICLE FIRE,2015-12-17 06:47:01,NORRISTOWN,CHAIN ST & W OAK ST,1
40.1215412,-75.3475786,CHAIN ST & W OAK ST; NORRISTOWN; 2015-12-17 @ 06:42:55;,19401,Traffic: VEHICLE FIRE -,2015-12-17 06:47:02,NORRISTOWN,CHAIN ST & W OAK ST,1
40.2445192,-75.5867253,HIGH ST & ALLISON DR; LOWER POTTSGROVE; 2015-12-17 @ 06:48:43;,19464,Traffic: VEHICLE ACCIDENT -,2015-12-17 06:52:02,LOWER POTTSGROVE,HIGH ST & ALLISON DR,1
40.2445192,-75.5867253,HIGH ST & ALLISON DR; LOWER POTTSGROVE; 2015-12-17 @ 06:52:10-Station:STA58;,19464,Fire: VEHICLE ACCIDENT,2015-12-17 06:56:00,LOWER POTTSGROVE,HIGH ST & ALLISON DR,1
40.3249920,-75.3281748,LUTHERAN HOME DR & DEAD END;  TELFORD; Station 339; 2015-12-17 @ 06:55:40;,,EMS: RESPIRATORY EMERGENCY,2015-12-17 06:57:04,TELFORD,LUTHERAN HOME DR & DEAD END,1
40.0972222,-75.3761952,RAMP RT202 NB TO I76  & RAMP RT422 EB TO I76 EB; UPPER MERION; 2015-12-17 @ 06:55:34;,,Traffic: VEHICLE ACCIDENT -,2015-12-17 06:57:04,UPPER MERION,RAMP RT202 NB TO I76  & RAMP RT422 EB TO I76 EB,1
40.0972222,-75.3761952,RAMP RT202 NB TO I76  & RAMP RT422 EB TO I76 EB; UPPER MERION; 2015-12-17 @ 06:55:56;,,Traffic: VEHICLE ACCIDENT -,2015-12-17 06:57:04,UPPER MERION,RAMP RT202 NB TO I76  & RAMP RT422 EB TO I76 EB,1
40.2669707,-75.2543209,BETHLEHEM PIKE & N BROAD ST; HATFIELD TOWNSHIP; 2015-12-17 @ 06:59:22;,19446,Traffic: VEHICLE ACCIDENT -,2015-12-17 07:02:02,HATFIELD TOWNSHIP,BETHLEHEM PIKE & N BROAD ST,1
40.2288994,-75.2624611,WELSH RD & NORTH WALES RD; UPPER GWYNEDD; 2015-12-17 @ 07:07:51;,19454,Traffic: VEHICLE ACCIDENT -,2015-12-17 07:12:01,UPPER GWYNEDD,WELSH RD & NORTH WALES RD,1
40.2131422,-75.2786115,SCHOOL ST & N 4TH ST; NORTH WALES; 2015-12-17 @ 07:17:39-Station:STA62;,19454,Fire: VEHICLE FIRE,2015-12-17 07:22:01,NORTH WALES,SCHOOL ST & N 4TH ST,1
40.2131422,-75.2786115,SCHOOL ST & N 4TH ST; NORTH WALES; 2015-12-17 @ 07:18:01;,19454,Traffic: VEHICLE FIRE -,2015-12-17 07:22:02,NORTH WALES,SCHOOL ST & N 4TH ST,1
40.2331206,-75.2260846,STUMP RD & ORCHARD DR; MONTGOMERY; 2015-12-17 @ 07:24:17-Station:STA18;,18936,Fire: FIRE ALARM,2015-12-17 07:27:00,MONTGOMERY,STUMP RD & ORCHARD DR,1
40.1066864,-75.3662971,ANDERSON RD & PRINCETON DR;  UPPER MERION; Station 317; 2015-12-17 @ 07:25:05;,19406,EMS: DIABETIC EMERGENCY,2015-12-17 07:27:01,UPPER MERION,ANDERSON RD & PRINCETON DR,1
40.2887625,-75.2933614,RICHMOND RD & UNIONVILLE PIKE;  HATFIELD TOWNSHIP; Station 345; 2015-12-17 @ 07:27:26;,19440,EMS: CARDIAC EMERGENCY,2015-12-17 07:32:00,HATFIELD TOWNSHIP,RICHMOND RD & UNIONVILLE PIKE,1
40.1004231,-75.2070644,RT309 EXPY & HAWS LN UNDERPASS; SPRINGFIELD; 2015-12-17 @ 07:39:41;,,Traffic: DISABLED VEHICLE -,2015-12-17 07:42:01,SPRINGFIELD,RT309 EXPY & HAWS LN UNDERPASS,1
40.1004231,-75.2070644,RT309 EXPY & HAWS LN UNDERPASS; SPRINGFIELD; 2015-12-17 @ 07:40:25;,,Traffic: DISABLED VEHICLE -,2015-12-17 07:42:02,SPRINGFIELD,RT309 EXPY & HAWS LN UNDERPASS,1
40.2056017,-75.3121087,ALDRIN AVE & ARMSTRONG DR;  UPPER GWYNEDD; Station 345B; 2015-12-17 @ 07:41:19;,19446,EMS: NAUSEA/VOMITING,2015-12-17 07:47:01,UPPER GWYNEDD,ALDRIN AVE & ARMSTRONG DR,1
40.3197376,-75.6100761,PHILADELPHIA AVE & CONGO RD; DOUGLASS; 2015-12-17 @ 07:42:29;,19525,Traffic: DISABLED VEHICLE -,2015-12-17 07:47:01,DOUGLASS,PHILADELPHIA AVE & CONGO RD,1
40.1431830,-75.1191500,PARK AVE & MORELAND RD;  UPPER MORELAND; Station 381; 2015-12-17 @ 07:55:19;,19090,EMS: DIABETIC EMERGENCY,2015-12-17 07:57:01,UPPER MORELAND,PARK AVE & MORELAND RD,1
40.0440778,-75.3424009,COUNTY LINE RD & CLAIREMONT RD;  LOWER MERION; Station 313A; 2015-12-17 @ 07:51:57;,19085,EMS: FALL VICTIM,2015-12-17 07:57:01,LOWER MERION,COUNTY LINE RD & CLAIREMONT RD,1
40.1090753,-75.1088691,VALLEY RD & CLOVERLY LN; ABINGTON; 2015-12-17 @ 07:53:44;,19046,Traffic: VEHICLE ACCIDENT -,2015-12-17 07:57:02,ABINGTON,VALLEY RD & CLOVERLY LN,1
40.1407104,-75.1076438,DIVISION AVE & WOODLAWN AVE;  UPPER MORELAND; Station 381; 2015-12-17 @ 07:58:12;,19090,EMS: DIZZINESS,2015-12-17 08:02:00,UPPER MORELAND,DIVISION AVE & WOODLAWN AVE,1
40.0133900,-75.2655950,MONTGOMERY AVE & BRYN MAWR AVE; LOWER MERION; 2015-12-17 @ 08:05:09;,19072,Traffic: VEHICLE ACCIDENT -,2015-12-17 08:07:01,LOWER MERION,MONTGOMERY AVE & BRYN MAWR AVE,1
40.1128846,-75.1547095,HAZEL AVE & EDGE HILL RD; ABINGTON; 2015-12-17 @ 08:02:58;,19038,Traffic: VEHICLE ACCIDENT -,2015-12-17 08:07:02,ABINGTON,HAZEL AVE & EDGE HILL RD,1
40.1537919,-75.1378590,WELSH RD & TWINING RD; UPPER MORELAND; 2015-12-17 @ 08:01:36;,19090,Traffic: VEHICLE ACCIDENT -,2015-12-17 08:07:02,UPPER MORELAND,WELSH RD & TWINING RD,1
40.0045557,-75.2843574,LANCASTER AVE & CHATHAM RD;  LOWER MERION; Station 313; 2015-12-17 @ 08:10:38;,19003,EMS: VEHICLE ACCIDENT,2015-12-17 08:12:01,LOWER MERION,LANCASTER AVE & CHATHAM RD,1
39.9917437,-75.2726363,REMINGTON RD;  LOWER MERION; Station 313; 2015-12-17 @ 08:08:23;,19096,EMS: FALL VICTIM,2015-12-17 08:12:02,LOWER MERION,REMINGTON RD,1
40.1564481,-75.1220797,EASTON RD & ANDREA DR;  UPPER MORELAND; Station 381; 2015-12-17 @ 08:07:15;,19090,EMS: UNRESPONSIVE SUBJECT,2015-12-17 08:12:02,UPPER MORELAND,EASTON RD & ANDREA DR,1
40.0045557,-75.2843574,LANCASTER AVE & CHATHAM RD; LOWER MERION; 2015-12-17 @ 08:10:37;,19003,Traffic: VEHICLE ACCIDENT -,2015-12-17 08:12:02,LOWER MERION,LANCASTER AVE & CHATHAM RD,1
40.0045557,-75.2843574,LANCASTER AVE & CHATHAM RD; LOWER MERION; 2015-12-17 @ 08:11:40-Station:STA25;,19003,Fire: VEHICLE ACCIDENT,2015-12-17 08:16:00,LOWER MERION,LANCASTER AVE & CHATHAM RD,1
40.1617861,-75.0617420,HEATON RD & REPUBLIC RD; LOWER MORELAND; 2015-12-17 @ 08:10:14;,19006,Traffic: HAZARDOUS ROAD CONDITIONS -,2015-12-17 08:16:01,LOWER MORELAND,HEATON RD & REPUBLIC RD,1
40.3309797,-75.4566242,MAIN ST & MAGAZINE RD;  MARLBOROUGH; Station 344A; 2015-12-17 @ 08:13:02;,18054,EMS: CARDIAC EMERGENCY,2015-12-17 08:17:01,MARLBOROUGH,MAIN ST & MAGAZINE RD,1
40.1698833,-75.2483313,WALNUT ST & TREWELLYN AVE;  LOWER GWYNEDD; Station 351; 2015-12-17 @ 08:14:35;,19422,EMS: UNRESPONSIVE SUBJECT,2015-12-17 08:17:01,LOWER GWYNEDD,WALNUT ST & TREWELLYN AVE,1
40.2456734,-75.2796667,BROAD ST & E 6TH ST; LANSDALE; 2015-12-17 @ 08:18:44-Station:STA14;,19446,Fire: FIRE ALARM,2015-12-17 08:22:02,LANSDALE,BROAD ST & E 6TH ST,1
40.1339317,-75.1153576,OLD YORK RD & TREMONT AVE; ABINGTON; 2015-12-17 @ 08:23:09;,19001,Traffic: DISABLED VEHICLE -,2015-12-17 08:27:01,ABINGTON,OLD YORK RD & TREMONT AVE,1
40.2052931,-75.2550325,MEETINGHOUSE RD & DEKALB PIKE;  LOWER GWYNEDD; Station 351; 2015-12-17 @ 08:27:38;,19454,EMS: UNCONSCIOUS SUBJECT,2015-12-17 08:32:00,LOWER GWYNEDD,MEETINGHOUSE RD & DEKALB PIKE,1
40.2594148,-75.3246196,FORTY FOOT RD & ALLENTOWN RD; TOWAMENCIN; 2015-12-17 @ 08:29:10;,19446,Traffic: VEHICLE ACCIDENT -,2015-12-17 08:32:02,TOWAMENCIN,FORTY FOOT RD & ALLENTOWN RD,1
40.1330371,-75.4084631,SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; Station 322A; 2015-12-17 @ 08:35:45;,19403,EMS: MEDICAL ALERT ALARM,2015-12-17 08:37:00,LOWER PROVIDENCE,SHANNONDELL DR & SHANNONDELL BLVD,1
40.1025527,-75.3678382,DOROTHY DR & E VALLEY FORGE RD; UPPER MERION; 2015-12-17 @ 08:33:56;,19406,Traffic: VEHICLE ACCIDENT -,2015-12-17 08:37:01,UPPER MERION,DOROTHY DR & E VALLEY FORGE RD,1
40.2490184,-75.6451884,BEECH ST & N EVANS ST;  POTTSTOWN; Station 329; 2015-12-17 @ 08:40:21;,19464,EMS: FALL VICTIM,2015-12-17 08:42:02,POTTSTOWN,BEECH ST & N EVANS ST,1
40.1423323,-75.2409988,W BUTLER PIKE;  WHITPAIN; Station 385; 2015-12-17 @ 08:37:11;,19002,EMS: VEHICLE ACCIDENT,2015-12-17 08:42:02,WHITPAIN,W BUTLER PIKE,1
40.1422617,-75.3898091,N TROOPER RD & RIDGE PIKE; LOWER PROVIDENCE; 2015-12-17 @ 08:36:48;,19403,Traffic: VEHICLE ACCIDENT -,2015-12-17 08:42:03,LOWER PROVIDENCE,N TROOPER RD & RIDGE PIKE,1
40.0887236,-75.2659775,RIDGE PIKE & JOSHUA RD; WHITEMARSH; 2015-12-17 @ 08:36:50;,19444,Traffic: VEHICLE ACCIDENT -,2015-12-17 08:42:03,WHITEMARSH,RIDGE PIKE & JOSHUA RD,1
40.1338096,-75.2491798,W BUTLER PIKE & NORRISTOWN RD; WHITPAIN; 2015-12-17 @ 08:37:22;,19422,Traffic: VEHICLE ACCIDENT -,2015-12-17 08:42:03,WHITPAIN,W BUTLER PIKE & NORRISTOWN RD,1
40.1338096,-75.2491798,W BUTLER PIKE & NORRISTOWN RD; WHITPAIN; 2015-12-17 @ 08:40:53;,19422,Traffic: VEHICLE ACCIDENT -,2015-12-17 08:42:03,WHITPAIN,W BUTLER PIKE & NORRISTOWN RD,1
40.1830735,-75.1342709,HORSHAM RD;  HORSHAM; Station 352; 2015-12-17 @ 08:41:23;,19044,EMS: VEHICLE ACCIDENT,2015-12-17 08:47:01,HORSHAM,HORSHAM RD,1
40.1830735,-75.1342709,HORSHAM RD; HORSHAM; 2015-12-17 @ 08:43:33-Station:STA15;,19044,Fire: VEHICLE ACCIDENT,2015-12-17 08:47:01,HORSHAM,HORSHAM RD,1
40.1776075,-75.1283564,HORSHAM RD & EASTON RD; HORSHAM; 2015-12-17 @ 08:41:32;,19044,Traffic: VEHICLE ACCIDENT -,2015-12-17 08:47:01,HORSHAM,HORSHAM RD & EASTON RD,1
40.1643956,-75.3878560,WHEATSHEAF LN & CHURCH RD;  WORCESTER; Station 322; 2015-12-17 @ 08:49:54;,19403,EMS: MEDICAL ALERT ALARM,2015-12-17 08:52:02,WORCESTER,WHEATSHEAF LN & CHURCH RD,1
40.1422617,-75.3898091,TROOPER RD & W MAIN ST; WEST NORRITON; 2015-12-17 @ 08:36:48;,19403,Traffic: VEHICLE ACCIDENT -,2015-12-17 08:52:02,WEST NORRITON,TROOPER RD & W MAIN ST,1
40.2250992,-75.2076515,HORSHAM RD & GREEN TREE TAVERN RD;  HORSHAM; Station 352; 2015-12-17 @ 08:55:03;,19454,EMS: RESPIRATORY EMERGENCY,2015-12-17 08:57:00,HORSHAM,HORSHAM RD & GREEN TREE TAVERN RD,1
40.2585502,-75.5994220,BUCHERT RD & KEPLER RD; LOWER POTTSGROVE; 2015-12-17 @ 08:53:32;,19464,Traffic: DISABLED VEHICLE -,2015-12-17 08:57:01,LOWER POTTSGROVE,BUCHERT RD & KEPLER RD,1
40.2302055,-75.6677818,LAURELWOOD RD & W CEDARVILLE RD;  CHESTER COUNTY; Station 3A84; 2015-12-17 @ 09:00:17;,19465,EMS: RESPIRATORY EMERGENCY,2015-12-17 09:02:01,CHESTER COUNTY,LAURELWOOD RD & W CEDARVILLE RD,1
40.0763825,-75.3037970,FAYETTE ST;  CONSHOHOCKEN; Station 313A; 2015-12-17 @ 09:01:11;,19428,EMS: VEHICLE ACCIDENT,2015-12-17 09:06:00,CONSHOHOCKEN,FAYETTE ST,1
40.0821931,-75.2980772,FAYETTE ST & E 11TH AVE; CONSHOHOCKEN; 2015-12-17 @ 09:01:17;,19428,Traffic: VEHICLE ACCIDENT -,2015-12-17 09:06:02,CONSHOHOCKEN,FAYETTE ST & E 11TH AVE,1
40.3309982,-75.3304253,CHURCH AVE & AUTUMN LEA CIR;  TELFORD; Station 339; 2015-12-17 @ 09:09:55;,18969,EMS: RESPIRATORY EMERGENCY,2015-12-17 09:12:00,TELFORD,CHURCH AVE & AUTUMN LEA CIR,1
40.2489293,-75.6609923,SHOEMAKER RD & W KING ST;  POTTSTOWN; Station 329; 2015-12-17 @ 09:14:04;,19464,EMS: NAUSEA/VOMITING,2015-12-17 09:17:00,POTTSTOWN,SHOEMAKER RD & W KING ST,1
40.1653564,-75.2187019,BETHLEHEM PIKE & TENNIS AVE;  AMBLER; Station 351; 2015-12-17 @ 09:19:33;,19002,EMS: CARDIAC EMERGENCY,2015-12-17 09:22:03,AMBLER,BETHLEHEM PIKE & TENNIS AVE,1
40.2122959,-75.5445674,N LEWIS RD & RAMP RT422 EB TO N LEWIS RD; LIMERICK; 2015-12-17 @ 09:26:50;,19468,Traffic: VEHICLE ACCIDENT -,2015-12-17 09:32:02,LIMERICK,N LEWIS RD & RAMP RT422 EB TO N LEWIS RD,1
40.1650822,-75.3119904,YOST RD & WHITWOOD DR;  WHITPAIN; Station 385; 2015-12-17 @ 09:34:57;,19422,EMS: CARDIAC EMERGENCY,2015-12-17 09:37:00,WHITPAIN,YOST RD & WHITWOOD DR,1
40.0099970,-75.2641977,PRICE AVE & N ESSEX AVE;  NARBERTH; Station 313; 2015-12-17 @ 09:33:27;,19072,EMS: ABDOMINAL PAINS,2015-12-17 09:37:01,NARBERTH,PRICE AVE & N ESSEX AVE,1
40.1405236,-75.1664603,SUSQUEHANNA RD & S LIMEKILN PIKE; UPPER DUBLIN; 2015-12-17 @ 09:33:26;,19034,Traffic: VEHICLE ACCIDENT -,2015-12-17 09:37:02,UPPER DUBLIN,SUSQUEHANNA RD & S LIMEKILN PIKE,1
40.0864173,-75.3344792,B ST & W ST; UPPER MERION; 2015-12-17 @ 09:38:57-Station:STA48;,19406,Fire: CARBON MONOXIDE DETECTOR,2015-12-17 09:42:02,UPPER MERION,B ST & W ST,1
40.0837614,-75.1422046,WASHINGTON LN & W CHURCH RD;  CHELTENHAM; Station 358; 2015-12-17 @ 09:43:43;,19095,EMS: SEIZURES,2015-12-17 09:47:01,CHELTENHAM,WASHINGTON LN & W CHURCH RD,1
40.1104953,-75.1439025,EASTON RD & TAGUE AVE;  ABINGTON; Station 383; 2015-12-17 @ 09:42:49;,19038,EMS: FALL VICTIM,2015-12-17 09:47:03,ABINGTON,EASTON RD & TAGUE AVE,1
40.1795116,-75.2777325,DEKALB PIKE & MORRIS RD;  WHITPAIN; Station 385; 2015-12-17 @ 09:46:09;,19422,EMS: ABDOMINAL PAINS,2015-12-17 09:51:00,WHITPAIN,DEKALB PIKE & MORRIS RD,1
40.2679249,-75.3143823,CLEMENS RD & FORTY FOOT RD;  HATFIELD TOWNSHIP; Station 345; 2015-12-17 @ 09:52:29;,19440,EMS: CARDIAC EMERGENCY,2015-12-17 09:57:01,HATFIELD TOWNSHIP,CLEMENS RD & FORTY FOOT RD,1
40.2447730,-75.5979810,SANATOGA RD & E HIGH ST;  LOWER POTTSGROVE; Station 329; 2015-12-17 @ 09:53:04;,19464,EMS: UNKNOWN MEDICAL EMERGENCY,2015-12-17 09:57:01,LOWER POTTSGROVE,SANATOGA RD & E HIGH ST,1
40.0154710,-75.3058950,W LANCASTER AVE & BUCK LN; LOWER MERION; 2015-12-17 @ 09:55:46;,19041,Traffic: VEHICLE ACCIDENT -,2015-12-17 09:57:02,LOWER MERION,W LANCASTER AVE & BUCK LN,1
40.1389911,-75.2442522,BUTLER PIKE & SKIPPACK PIKE;  WHITEMARSH; Station 318; 2015-12-17 @ 09:56:24;,19002,EMS: SEIZURES,2015-12-17 10:02:02,WHITEMARSH,BUTLER PIKE & SKIPPACK PIKE,1
40.0809133,-75.2026651,STENTON AVE & E EVERGREEN AVE;  SPRINGFIELD; Station 311; 2015-12-17 @ 10:10:36;,19038,EMS: RESPIRATORY EMERGENCY,2015-12-17 10:12:01,SPRINGFIELD,STENTON AVE & E EVERGREEN AVE,1
40.1477366,-75.1785276,MUNDOCK RD & SUSQUEHANNA RD; UPPER DUBLIN; 2015-12-17 @ 10:15:44-Station:STA88;,19034,Fire: BUILDING FIRE,2015-12-17 10:17:00,UPPER DUBLIN,MUNDOCK RD & SUSQUEHANNA RD,1
40.0997844,-75.3025750,ALAN WOOD RD & RIDGE PIKE; PLYMOUTH; 2015-12-17 @ 10:16:04;,19428,Traffic: VEHICLE ACCIDENT -,2015-12-17 10:21:01,PLYMOUTH,ALAN WOOD RD & RIDGE PIKE,1
40.1390916,-75.1065201,KREWSON TER & SILVER AVE;  UPPER MORELAND; Station 381; 2015-12-17 @ 10:25:10;,19090,EMS: FALL VICTIM,2015-12-17 10:26:02,UPPER MORELAND,KREWSON TER & SILVER AVE,1
40.1082672,-75.3062326,RIDGE PIKE & RAMP I476 NB TO RIDGE PIKE EB; PLYMOUTH; 2015-12-17 @ 10:24:35;,,Traffic: VEHICLE ACCIDENT -,2015-12-17 10:27:01,PLYMOUTH,RIDGE PIKE & RAMP I476 NB TO RIDGE PIKE EB,1
40.0112023,-75.2649755,SABINE AVE & N ESSEX AVE; NARBERTH; 2015-12-17 @ 10:29:00-Station:STA26;,19072,Fire: FIRE ALARM,2015-12-17 10:32:00,NARBERTH,SABINE AVE & N ESSEX AVE,1
40.2577317,-75.3370036,DOCK DR & WOODS DR;  TOWAMENCIN; Station 345B; 2015-12-17 @ 10:30:39;,19446,EMS: FRACTURE,2015-12-17 10:32:01,TOWAMENCIN,DOCK DR & WOODS DR,1
40.1666567,-75.1464961,DRESHER RD & BUSINESS CENTER DR;  HORSHAM; Station 352; 2015-12-17 @ 10:39:11;,19044,EMS: VEHICLE ACCIDENT,2015-12-17 10:42:02,HORSHAM,DRESHER RD & BUSINESS CENTER DR,1
40.1666567,-75.1464961,DRESHER RD & BUSINESS CENTER DR; HORSHAM; 2015-12-17 @ 10:40:13;,19044,Traffic: VEHICLE ACCIDENT -,2015-12-17 10:42:03,HORSHAM,DRESHER RD & BUSINESS CENTER DR,1
40.1496156,-75.1146429,N YORK RD & LINCOLN AVE; UPPER MORELAND; 2015-12-17 @ 10:46:03;,19090,Traffic: VEHICLE ACCIDENT -,2015-12-17 10:51:00,UPPER MORELAND,N YORK RD & LINCOLN AVE,1
40.1293980,-75.3322134,PINE ST & W ROBERTS ST;  NORRISTOWN; Station 308A; 2015-12-17 @ 10:49:57;,19401,EMS: RESPIRATORY EMERGENCY,2015-12-17 10:52:00,NORRISTOWN,PINE ST & W ROBERTS ST,1
40.1164472,-75.3489018,MARKLEY ST & W MAIN ST; NORRISTOWN; 2015-12-17 @ 10:54:00;,19401,Traffic: VEHICLE ACCIDENT -,2015-12-17 10:57:01,NORRISTOWN,MARKLEY ST & W MAIN ST,1
40.1123599,-75.1834420,LYSTER RD & DALE RD;  SPRINGFIELD; Station 311; 2015-12-17 @ 10:59:13;,19075,EMS: FRACTURE,2015-12-17 11:02:00,SPRINGFIELD,LYSTER RD & DALE RD,1
40.1501212,-75.3955584,BARRY AVE & AUBURN DR;  LOWER PROVIDENCE; Station 322; 2015-12-17 @ 10:57:06;,19403,EMS: FALL VICTIM,2015-12-17 11:02:01,LOWER PROVIDENCE,BARRY AVE & AUBURN DR,1
40.1015258,-75.3632403,ROSS RD & SPRING LN; UPPER MERION; 2015-12-17 @ 11:04:12;,19406,Traffic: VEHICLE ACCIDENT -,2015-12-17 11:07:01,UPPER MERION,ROSS RD & SPRING LN,1
40.1888962,-75.1468437,HORSHAM RD & NORRISTOWN RD;  HORSHAM; Station 352; 2015-12-17 @ 11:06:16;,19044,EMS: SEIZURES,2015-12-17 11:11:00,HORSHAM,HORSHAM RD & NORRISTOWN RD,1
40.0830278,-75.1604661,LONGFELLOW RD & RICES MILL RD;  CHELTENHAM; Station 358A; 2015-12-17 @ 11:12:53;,19095,EMS: SYNCOPAL EPISODE,2015-12-17 11:17:00,CHELTENHAM,LONGFELLOW RD & RICES MILL RD,1
40.2179846,-75.2444196,RT202 PKWY & WELSH RD; MONTGOMERY; 2015-12-17 @ 11:20:58;,,Traffic: VEHICLE ACCIDENT -,2015-12-17 11:22:02,MONTGOMERY,RT202 PKWY & WELSH RD,1
40.1114350,-75.0759539,MEADOWBROOK DR & HUNTINGDON PIKE;  ABINGTON; Station 382; 2015-12-17 @ 11:23:07;,19006,EMS: SUBJECT IN PAIN,2015-12-17 11:27:01,ABINGTON,MEADOWBROOK DR & HUNTINGDON PIKE,1
40.2337131,-75.4636031,HIGHLAND MANOR DR & DEAD END;  PERKIOMEN; Station 331; 2015-12-17 @ 11:25:58;,,EMS: DIZZINESS,2015-12-17 11:31:01,PERKIOMEN,HIGHLAND MANOR DR & DEAD END,1
40.2012016,-75.3465306,VALLEY FORGE RD & SKIPPACK PIKE; WORCESTER; 2015-12-17 @ 11:30:16;,19426,Traffic: VEHICLE ACCIDENT -,2015-12-17 11:32:01,WORCESTER,VALLEY FORGE RD & SKIPPACK PIKE,1
40.2476157,-75.2777522,BROAD ST & W 8TH ST;  LANSDALE; Station 345; 2015-12-17 @ 11:33:00;,19446,EMS: RESPIRATORY EMERGENCY,2015-12-17 11:37:01,LANSDALE,BROAD ST & W 8TH ST,1
40.2113652,-75.2801761,MAIN ST & ELM AVE;  NORTH WALES; Station 345B; 2015-12-17 @ 11:38:25;,19454,EMS: RESPIRATORY EMERGENCY,2015-12-17 11:42:00,NORTH WALES,MAIN ST & ELM AVE,1
40.1784422,-75.1285061,EASTON RD & WGNAS MAIN GATE; HORSHAM; 2015-12-17 @ 11:43:05;,,Traffic: VEHICLE ACCIDENT -,2015-12-17 11:47:01,HORSHAM,EASTON RD & WGNAS MAIN GATE,1
40.1772723,-75.1061958,YORK RD & E MORELAND AVE;  HATBORO; Station 384; 2015-12-17 @ 11:59:45;,19040,EMS: ABDOMINAL PAINS,2015-12-17 12:02:02,HATBORO,YORK RD & E MORELAND AVE,1
40.2773004,-75.2846401,MAPLE AVE & LINDEN LN;  HATFIELD TOWNSHIP; Station 345; 2015-12-17 @ 12:04:35;,19440,EMS: NAUSEA/VOMITING,2015-12-17 12:07:00,HATFIELD TOWNSHIP,MAPLE AVE & LINDEN LN,1
40.0972222,-75.3761952,PENNSYLVANIA TPKE & FLINT HILL RD ACCESS GATE; UPPER MERION; 2015-12-17 @ 12:02:11;,,Traffic: VEHICLE ACCIDENT -,2015-12-17 12:07:01,UPPER MERION,PENNSYLVANIA TPKE & FLINT HILL RD ACCESS GATE,1
40.1506748,-75.1326521,WELSH RD & BARTRAM RD; UPPER DUBLIN; 2015-12-17 @ 12:12:43;,19090,Traffic: VEHICLE ACCIDENT -,2015-12-17 12:17:01,UPPER DUBLIN,WELSH RD & BARTRAM RD,1
40.1552875,-75.2971204,DEFLAVIS CIR & WICK LN;  WHITPAIN; Station 385; 2015-12-17 @ 12:20:23;,19422,EMS: FALL VICTIM,2015-12-17 12:22:01,WHITPAIN,DEFLAVIS CIR & WICK LN,1
40.2946796,-75.6099736,BUCHERT RD & SPECHT RD;  NEW HANOVER; Station 332; 2015-12-17 @ 12:19:19;,19525,EMS: CARDIAC EMERGENCY,2015-12-17 12:22:02,NEW HANOVER,BUCHERT RD & SPECHT RD,1
40.1196045,-75.2849004,GERMANTOWN PIKE & ATRIUM WAY; PLYMOUTH; 2015-12-17 @ 12:18:44;,19462,Traffic: VEHICLE ACCIDENT -,2015-12-17 12:22:02,PLYMOUTH,GERMANTOWN PIKE & ATRIUM WAY,1
40.1317624,-75.1371555,WOODLAND RD & ST CHARLES PL; ABINGTON; 2015-12-17 @ 12:21:16-Station:STA500;,19001,Fire: FIRE ALARM,2015-12-17 12:26:01,ABINGTON,WOODLAND RD & ST CHARLES PL,1
40.1317717,-75.0582548,TOMLINSON RD & BUCK RD; BRYN ATHYN; 2015-12-17 @ 12:21:02;,19009,Traffic: VEHICLE ACCIDENT -,2015-12-17 12:26:02,BRYN ATHYN,TOMLINSON RD & BUCK RD,1
40.1082672,-75.3062326,PENNSYLVANIA TPKE & CONSHOHOCKEN RD UNDERPASS; PLYMOUTH; 2015-12-17 @ 12:28:18-Station:STA44;,,Fire: VEHICLE ACCIDENT,2015-12-17 12:32:00,PLYMOUTH,PENNSYLVANIA TPKE & CONSHOHOCKEN RD UNDERPASS,1
40.2547628,-75.6836140,DOGWOOD LN & EVERGREEN RD; WEST POTTSGROVE; 2015-12-17 @ 12:29:29-Station:STA57;,19464,Fire: FIRE ALARM,2015-12-17 12:32:01,WEST POTTSGROVE,DOGWOOD LN & EVERGREEN RD,1
40.1847975,-75.2868790,TWIN SILO DR & MORRIS RD;  WHITPAIN; Station 385; 2015-12-17 @ 12:30:18;,19422,EMS: HEMORRHAGING,2015-12-17 12:32:02,WHITPAIN,TWIN SILO DR & MORRIS RD,1
40.1573588,-75.4041865,RIDGE PIKE & EAGLE STREAM DR;  LOWER PROVIDENCE; Station 322; 2015-12-17 @ 12:27:46;,19403,EMS: FALL VICTIM,2015-12-17 12:32:03,LOWER PROVIDENCE,RIDGE PIKE & EAGLE STREAM DR,1
40.1082672,-75.3062326,PENNSYLVANIA TPKE & CONSHOHOCKEN RD UNDERPASS;  PLYMOUTH; Station 308; 2015-12-17 @ 12:28:30;,,EMS: VEHICLE ACCIDENT,2015-12-17 12:32:03,PLYMOUTH,PENNSYLVANIA TPKE & CONSHOHOCKEN RD UNDERPASS,1
40.1082672,-75.3062326,PENNSYLVANIA TPKE & CONSHOHOCKEN RD UNDERPASS; PLYMOUTH; 2015-12-17 @ 12:27:51;,,Traffic: VEHICLE ACCIDENT -,2015-12-17 12:32:04,PLYMOUTH,PENNSYLVANIA TPKE & CONSHOHOCKEN RD UNDERPASS,1
